,amt,city,Hour,category,customer_id,city_pop,zip,state,Day,is_hour_23,DayOfWeek,Month,gender,is_hour_1,is_business_day,is_hour_3,is_hour_2,is_day_12,is_day_25,is_payment_day_20,is_fraud
8541,8.3,0.0,21,-0.7624900215463709,103979,63.0,57426.0,-1.1514688560374893,1,0,4,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8542,12.41,0.7659788283540624,23,-0.588837873889145,154325,673342.0,48221.0,0.21347107588762151,23,1,5,3,0.06780933672393567,0,0,0,0,0,0,0,1.0
8543,1105.42,0.0,16,1.1218691508323768,64129,16955.0,97850.0,-0.1437972224988989,7,0,3,2,-0.060480861447470585,0,1,0,0,0,0,0,1.0
8544,986.52,1.6450253870558464,23,0.11472769218192846,120032,2661.0,66070.0,0.3272014437787832,8,1,4,3,0.06780933672393567,0,1,0,0,0,0,0,1.0
8545,87.81,0.0,17,-1.1273689906103954,1582,55581.0,70056.0,-0.9963334395476915,1,0,1,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
8546,26.72,0.0,19,0.11472769218192846,133544,54287.0,92585.0,0.15850505294914607,14,0,3,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8547,1.78,0.0,21,0.9184968547574354,301078,635.0,82221.0,0.06627424724795804,26,0,6,5,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8548,427.36,1.1277688729595654,17,-0.6232182924237895,124941,2456.0,7439.0,-0.6159506196811271,10,0,6,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8549,8.75,0.8954368955909492,1,-0.09596916220399085,93621,878.0,53801.0,-0.06818746454311447,25,0,0,2,-0.060480861447470585,1,1,0,0,0,1,0,1.0
8550,509.76,0.0,18,1.1218691508323768,143893,4015.0,12037.0,0.24830424725916417,18,0,0,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8551,60.46,1.8521685970236148,3,-0.09596916220399085,87464,1442.0,66020.0,0.3272014437787832,21,0,3,2,0.06780933672393567,0,1,1,0,0,0,0,0.0
8552,131.82,0.0,7,0.924392147842978,107651,1306.0,53803.0,-0.06818746454311447,3,0,6,3,0.06780933672393567,0,0,0,0,0,0,0,0.0
8553,37.01,0.0,11,0.924392147842978,39993,92608.0,63021.0,-0.1157774404308786,24,0,3,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
8554,103.92,0.17819216345194341,1,0.924392147842978,114756,1089.0,36749.0,0.37688069771010346,6,0,2,3,-0.060480861447470585,1,1,0,0,0,0,0,0.0
8555,7.48,0.0,19,1.1218691508323768,91083,5719.0,32565.0,0.2459494145081303,23,0,5,2,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8556,53.73,0.0,13,-0.7624900215463709,145369,1302.0,97813.0,-0.1437972224988989,19,0,1,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
8557,5.11,1.7897331260828224,20,-1.1273689906103954,35587,129.0,83643.0,0.20054907055321983,21,0,0,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
8558,116.9,0.0,0,0.924392147842978,28972,1078.0,73754.0,-0.2511725138550665,18,0,4,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8559,9.07,0.5887723722268783,14,-0.8769125935111616,229950,540.0,73559.0,-0.2511725138550665,26,0,4,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8560,48.96,0.0,5,-0.09596916220399085,10132,370.0,6444.0,0.0,7,0,0,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
8561,76.51,0.0,12,-1.7414006772859965,121165,21902.0,25526.0,-0.7925721285847098,9,0,5,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8562,8.53,0.0,17,-0.588837873889145,193339,630.0,25049.0,-0.7925721285847098,9,0,1,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8563,3.47,0.0,10,0.11472769218192846,34464,1190.0,58579.0,-0.268094939176476,21,0,0,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8564,107.96,0.2915208487589465,20,-0.8769125935111616,220261,2135.0,60958.0,0.40769228052098855,21,0,6,4,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8565,21.95,0.0,23,-0.9102272605448781,59851,1970.0,13425.0,0.24830424725916417,4,1,0,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
8566,180.21,0.0,0,0.924392147842978,309273,370.0,6444.0,0.0,30,0,3,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
8567,3.47,0.0,22,-0.588837873889145,207887,3807.0,3818.0,0.5689987510364858,15,0,0,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8568,4.07,0.0,15,-0.6232182924237895,175040,276896.0,89512.0,0.0,1,0,0,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8569,3.08,0.0,17,-0.588837873889145,209070,3289.0,47032.0,-0.08547258526790573,16,0,1,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8570,10.46,0.5852819672871097,1,-0.09596916220399085,86257,2916.0,55001.0,0.16898721034396544,20,0,2,2,0.06780933672393567,1,1,0,0,0,0,1,1.0
8571,50.41,0.9077069881827636,19,0.11472769218192846,291729,46.0,84540.0,0.13905225511467298,23,0,3,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8572,62.21,0.8233998817227697,12,-1.1273689906103954,275255,67082.0,35901.0,0.37688069771010346,16,0,3,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8573,48.72,0.0,22,-0.9102272605448781,297357,3458.0,62075.0,0.40769228052098855,25,0,5,5,-0.060480861447470585,0,0,0,0,0,1,0,0.0
8574,8.73,0.0,9,-0.5850295544656944,118792,230.0,41812.0,0.2519473396944386,8,0,4,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8575,6.62,2.101629456655198,13,-0.6232182924237895,22781,1213.0,62661.0,0.40769228052098855,14,0,0,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8576,7.73,0.0,14,-1.1273689906103954,214041,13422.0,42211.0,0.2519473396944386,19,0,4,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8577,51.96,0.0,5,-0.09596916220399085,167970,759.0,86018.0,-0.9678138848996559,30,0,5,3,0.06780933672393567,0,0,0,0,0,0,0,0.0
8578,86.01,0.0,12,-1.7414006772859965,257749,645.0,17850.0,-0.33024966895877095,8,0,2,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
8579,217.44,0.0,23,-0.8769125935111616,45447,1274.0,15829.0,-0.33024966895877095,27,1,6,1,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8580,156.12,1.1804126064449874,7,0.924392147842978,39782,1271.0,13615.0,0.24830424725916417,24,0,3,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8581,79.31,0.9626891226001167,13,-0.7624900215463709,235044,973849.0,95148.0,0.15850505294914607,28,0,6,4,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8582,96.91,0.0,7,-0.6232182924237895,150154,27971.0,82901.0,0.06627424724795804,22,0,4,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8583,157.48,2.283951013449153,6,0.924392147842978,152210,83.0,73719.0,-0.2511725138550665,23,0,5,3,0.06780933672393567,0,0,0,0,0,0,0,0.0
8584,873.82,0.43462169239962,23,1.1218691508323768,133958,910148.0,46290.0,-0.08547258526790573,14,1,3,3,0.06780933672393567,0,1,0,0,0,0,0,1.0
8585,38.75,0.0,11,-0.09596916220399085,164422,207.0,80824.0,-0.20665365745348527,28,0,3,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
8586,307.94,0.0,6,0.9184968547574354,24577,9679.0,53120.0,-0.06818746454311447,15,0,1,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
8587,59.54,0.0,21,-0.7624900215463709,51154,5341.0,46765.0,-0.08547258526790573,30,0,2,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
8588,144.25,0.0,10,0.924392147842978,82322,722.0,12419.0,0.24830424725916417,18,0,0,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8589,14.16,0.0,19,-1.1273689906103954,85633,247.0,87543.0,-0.06693029458104154,19,0,1,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8590,442.77,0.0,20,1.1218691508323768,264634,172817.0,91206.0,0.15850505294914607,11,0,5,5,0.06780933672393567,0,0,0,0,0,0,0,0.0
8591,5.25,0.0,3,-0.6232182924237895,66234,84106.0,83646.0,0.20054907055321983,9,0,5,2,-0.060480861447470585,0,0,1,0,0,0,0,0.0
8592,485.64,1.3901331374270565,22,-0.8769125935111616,292030,1930.0,95567.0,0.15850505294914607,23,0,3,5,-0.060480861447470585,0,1,0,0,0,0,0,1.0
8593,45.8,2.283951013449153,5,-0.09596916220399085,247105,83.0,73719.0,-0.2511725138550665,4,0,5,5,0.06780933672393567,0,0,0,0,0,0,0,0.0
8594,301.63,0.0,0,0.924392147842978,71945,198659.0,37411.0,0.5000656006520037,12,0,1,2,-0.060480861447470585,0,1,0,0,1,0,0,1.0
8595,7.67,0.0,3,1.1218691508323768,173651,1631.0,64470.0,-0.1157774404308786,1,0,0,4,-0.060480861447470585,0,1,1,0,0,0,0,0.0
8596,53.96,0.0,20,-1.444683199224616,241174,1453.0,14778.0,0.24830424725916417,30,0,1,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8597,115.64,1.671384319548547,2,0.924392147842978,202141,1892.0,4047.0,0.9411829173791532,14,0,6,4,0.06780933672393567,0,0,0,1,0,0,0,0.0
8598,85.87,0.8713393440118887,1,-0.09596916220399085,126203,1979.0,57732.0,-1.1514688560374893,11,0,0,3,0.06780933672393567,1,1,0,0,0,0,0,0.0
8599,47.74,0.0,9,-0.5850295544656944,243601,337.0,24878.0,-0.7925721285847098,2,0,3,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
8600,282.6,1.2078115806331018,1,0.924392147842978,26546,4653.0,17051.0,-0.33024966895877095,16,0,2,1,0.06780933672393567,1,1,0,0,0,0,0,1.0
8601,2.99,0.0,2,0.9184968547574354,244967,8007.0,57717.0,-1.1514688560374893,3,0,4,5,-0.060480861447470585,0,1,0,1,0,0,0,0.0
8602,58.66,0.0,22,-0.7624900215463709,151426,1512.0,62668.0,0.40769228052098855,22,0,4,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
8603,9.79,0.1557193075998849,5,0.9184968547574354,72361,888.0,52535.0,0.2861780043484511,12,0,1,2,-0.060480861447470585,0,1,0,0,1,0,0,0.0
8604,208.54,-0.48386443003797086,3,0.924392147842978,146423,1526206.0,19149.0,-0.33024966895877095,20,0,2,3,-0.060480861447470585,0,1,1,0,0,0,1,0.0
8605,148.78,0.8751058268073656,21,-0.7624900215463709,280512,5507.0,16314.0,-0.33024966895877095,18,0,5,5,0.06780933672393567,0,0,0,0,0,0,0,0.0
8606,20.76,0.0,23,0.11472769218192846,43415,2121.0,1257.0,-0.053572130906173396,26,1,5,1,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8607,1.63,0.0,16,-1.444683199224616,230155,165556.0,30009.0,-0.2822795741684324,26,0,4,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8608,63.44,0.9564971523521957,21,-1.444683199224616,241186,53.0,79085.0,-0.1883299707076134,30,0,1,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8609,53.47,0.0,0,-0.09596916220399085,40765,6006.0,27258.0,-0.1131596378888,25,0,4,1,0.06780933672393567,0,1,0,0,0,1,0,0.0
8610,72.41,0.0,9,-0.09596916220399085,197888,5354.0,28901.0,-0.1131596378888,12,0,4,4,0.06780933672393567,0,1,0,0,1,0,0,0.0
8611,3.78,0.0,13,-0.8769125935111616,180467,241.0,82227.0,0.06627424724795804,4,0,3,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8612,83.79,0.0,10,-0.09596916220399085,39920,142.0,68438.0,0.3461998779406281,24,0,3,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
8613,6.65,0.0,8,0.9184968547574354,12735,1749.0,68638.0,0.3461998779406281,8,0,1,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8614,15.21,0.0,20,-1.1273689906103954,193517,1190.0,58579.0,-0.268094939176476,9,0,1,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8615,390.85,1.5526520669248312,23,-1.7414006772859965,193782,1666.0,12093.0,0.24830424725916417,9,1,1,4,0.06780933672393567,0,1,0,0,0,0,0,1.0
8616,35.03,0.0,21,-0.7624900215463709,23839,8333.0,29127.0,0.3334117904681068,14,0,0,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8617,47.37,0.0,18,-0.8769125935111616,37652,1288.0,97014.0,-0.1437972224988989,22,0,1,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8618,5.49,1.2078115806331018,19,-0.588837873889145,109279,927396.0,63131.0,-0.1157774404308786,3,0,6,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8619,63.27,0.6688150799004148,16,-1.7414006772859965,200941,2317.0,76366.0,-0.1883299707076134,13,0,5,4,0.06780933672393567,0,0,0,0,0,0,0,0.0
8620,1085.77,1.3413429732576243,20,1.1218691508323768,103891,2691.0,67851.0,0.3272014437787832,1,0,4,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8621,76.64,0.0,1,-0.09596916220399085,43529,1423.0,46346.0,-0.08547258526790573,27,0,6,1,-0.060480861447470585,1,0,0,0,0,0,0,0.0
8622,99.24,0.6612678742650319,17,-0.6232182924237895,1684,341043.0,33710.0,0.2459494145081303,1,0,1,1,0.06780933672393567,0,1,0,0,0,0,0,0.0
8623,316.93,1.949748925362479,2,0.924392147842978,4858,1472.0,15665.0,-0.33024966895877095,4,0,4,1,-0.060480861447470585,0,1,0,1,0,0,0,1.0
8624,50.78,0.0,0,-0.09596916220399085,132188,647.0,6024.0,0.0,14,0,3,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8625,55.31,0.487265425885042,3,-0.09596916220399085,231244,276.0,95537.0,0.15850505294914607,27,0,5,4,-0.060480861447470585,0,0,1,0,0,0,0,0.0
8626,1045.91,1.1208002036434719,22,1.1218691508323768,165355,463.0,68973.0,0.3461998779406281,28,0,3,3,0.06780933672393567,0,1,0,0,0,0,0,1.0
8627,917.89,1.6778152098788373,22,0.9184968547574354,64548,52126.0,29170.0,0.3334117904681068,7,0,3,2,-0.060480861447470585,0,1,0,0,0,0,0,1.0
8628,97.66,0.0,8,0.924392147842978,279034,7420.0,31092.0,-0.2822795741684324,18,0,5,5,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8629,98.67,0.0,11,0.924392147842978,285202,118.0,43330.0,-0.3730982481864606,20,0,0,5,-0.060480861447470585,0,1,0,0,0,0,1,0.0
8630,67.19,0.18029521364872222,6,-0.8769125935111616,243425,276002.0,34120.0,0.2459494145081303,2,0,3,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8631,129.57,0.0,4,0.11472769218192846,84289,639.0,62970.0,0.40769228052098855,19,0,1,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
8632,702.32,2.146081219226032,19,0.9184968547574354,65772,151022.0,12222.0,0.24830424725916417,8,0,4,2,-0.060480861447470585,0,1,0,0,0,0,0,1.0
8633,55.59,1.8139473842034173,21,-0.7624900215463709,209361,513.0,79237.0,-0.1883299707076134,16,0,1,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8634,22.05,0.0,2,0.9184968547574354,309451,7646.0,44233.0,-0.3730982481864606,30,0,3,5,-0.060480861447470585,0,1,0,1,0,0,0,0.0
8635,31.59,0.0,17,-0.9102272605448781,88168,3119.0,62939.0,0.40769228052098855,21,0,3,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8636,730.3,2.5941059417529924,22,0.9184968547574354,160395,18459.0,8830.0,-0.6159506196811271,25,0,0,3,-0.060480861447470585,0,1,0,0,0,1,0,1.0
8637,293.62,1.068049638257943,2,0.924392147842978,84105,5577.0,38079.0,0.5000656006520037,19,0,1,2,-0.060480861447470585,0,1,0,1,0,0,0,1.0
8638,75.71,0.0,5,-0.09596916220399085,268921,217.0,32323.0,0.2459494145081303,13,0,0,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8639,107.93,0.0,19,-1.1273689906103954,19386,165.0,13342.0,0.24830424725916417,12,0,5,1,-0.060480861447470585,0,0,0,0,1,0,0,0.0
8640,321.17,2.386466576974748,23,0.924392147842978,75416,641349.0,87116.0,-0.06693029458104154,13,1,2,2,-0.060480861447470585,0,1,0,0,0,0,0,1.0
8641,76.77,0.6612678742650319,20,-1.1273689906103954,175905,341043.0,33710.0,0.2459494145081303,1,0,0,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8642,4.58,0.0,1,-0.6232182924237895,149855,7565.0,17327.0,-0.33024966895877095,22,0,4,3,-0.060480861447470585,1,1,0,0,0,0,0,0.0
8643,78.7,1.350912424273775,5,-0.5850295544656944,87575,45100.0,14120.0,0.24830424725916417,21,0,3,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8644,830.58,1.4062625193569398,7,-0.6232182924237895,17228,1643.0,4555.0,0.9411829173791532,11,0,4,1,-0.060480861447470585,0,1,0,0,0,0,0,1.0
8645,1150.49,1.5262653117516365,14,0.11472769218192846,97023,545147.0,64114.0,-0.1157774404308786,26,0,1,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8646,152.25,0.6550217577680789,15,-0.7624900215463709,111807,190178.0,35811.0,0.37688069771010346,4,0,0,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
8647,63.44,0.0,21,0.11472769218192846,283565,10076.0,70774.0,-0.9963334395476915,19,0,6,5,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8648,54.55,-1.127563335183935,18,-1.7414006772859965,293740,186140.0,28405.0,-0.1131596378888,24,0,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8649,752.7,1.3255946162894854,23,0.11472769218192846,233494,1533.0,7711.0,-0.6159506196811271,27,1,5,4,-0.060480861447470585,0,0,0,0,0,0,0,1.0
8650,10.48,0.43462169239962,18,-1.7414006772859965,274120,910148.0,46290.0,-0.08547258526790573,15,0,2,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
8651,1.07,0.0,5,1.1218691508323768,76946,4049.0,47987.0,-0.08547258526790573,15,0,4,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8652,75.19,0.0,10,-0.09596916220399085,158563,413574.0,74131.0,-0.2511725138550665,25,0,0,3,-0.060480861447470585,0,1,0,0,0,1,0,0.0
8653,4.17,0.0,13,-0.6232182924237895,227995,1745.0,68031.0,0.3461998779406281,25,0,3,4,-0.060480861447470585,0,1,0,0,0,1,0,0.0
8654,1.92,0.0,12,-0.6232182924237895,279316,165556.0,30009.0,-0.2822795741684324,18,0,5,5,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8655,81.06,0.40930388441533005,8,-0.09596916220399085,287537,601723.0,20017.0,0.40930388441533005,21,0,1,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
8656,69.92,0.0,2,-0.09596916220399085,33804,78968.0,46143.0,-0.08547258526790573,21,0,0,1,-0.060480861447470585,0,1,0,1,0,0,0,0.0
8657,1.69,0.7659788283540624,13,-1.1273689906103954,174781,673342.0,48221.0,0.21347107588762151,1,0,0,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8658,84.54,0.0,20,-0.7624900215463709,128578,20328.0,75048.0,-0.1883299707076134,11,0,0,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
8659,2.69,0.8023464725249375,10,1.1218691508323768,72690,73.0,68881.0,0.3461998779406281,12,0,1,2,-0.060480861447470585,0,1,0,0,1,0,0,0.0
8660,435.1,0.0,11,0.9184968547574354,118873,2470.0,72354.0,-0.5645298027378518,8,0,4,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
8661,4.72,0.0,22,-0.588837873889145,53905,230.0,41812.0,0.2519473396944386,1,0,4,2,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8662,35.57,1.2078115806331018,3,-1.444683199224616,273079,927396.0,63131.0,-0.1157774404308786,15,0,2,5,-0.060480861447470585,0,1,1,0,0,0,0,0.0
8663,17.72,0.0,12,-0.7624900215463709,98642,1897.0,76443.0,-0.1883299707076134,27,0,2,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
8664,296.76,0.1557193075998849,2,0.924392147842978,229155,493806.0,35229.0,0.37688069771010346,26,0,4,4,0.06780933672393567,0,1,0,1,0,0,0,1.0
8665,9.25,0.0,23,1.1218691508323768,36021,59744.0,36869.0,0.37688069771010346,21,1,0,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8666,106.61,0.0,5,0.924392147842978,215396,1126.0,49632.0,0.21347107588762151,20,0,5,4,0.06780933672393567,0,0,0,0,0,0,1,0.0
8667,101.97,0.0,8,0.924392147842978,269313,970.0,5654.0,0.0,13,0,0,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
8668,20.58,1.4062625193569398,22,-0.7624900215463709,19620,1643.0,4555.0,0.9411829173791532,12,0,5,1,-0.060480861447470585,0,0,0,0,1,0,0,1.0
8669,49.94,0.0,9,-0.09596916220399085,298899,647.0,6024.0,0.0,26,0,6,5,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8670,20.34,0.0,15,-0.8769125935111616,153176,42619.0,34668.0,0.2459494145081303,23,0,5,3,0.06780933672393567,0,0,0,0,0,0,0,0.0
8671,87.36,0.0,13,-1.7414006772859965,121260,4993.0,77358.0,-0.1883299707076134,9,0,5,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8672,988.92,0.0,23,1.1218691508323768,287050,111772.0,90240.0,0.15850505294914607,20,1,0,5,0.06780933672393567,0,1,0,0,0,0,1,1.0
8673,167.19,0.0,20,0.11472769218192846,191800,3495.0,28654.0,-0.1131596378888,8,0,0,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8674,44.35,0.9024299310819197,5,-0.5850295544656944,243343,54185.0,71291.0,-0.9963334395476915,2,0,3,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8675,49.89,0.0,5,0.924392147842978,76957,172817.0,91206.0,0.15850505294914607,15,0,4,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
8676,979.93,1.6450253870558464,22,1.1218691508323768,118079,2661.0,66070.0,0.3272014437787832,7,0,3,3,0.06780933672393567,0,1,0,0,0,0,0,1.0
8677,8.03,0.1557193075998849,22,0.11472769218192846,119957,493806.0,35229.0,0.37688069771010346,8,0,4,3,0.06780933672393567,0,1,0,0,0,0,0,0.0
8678,5.72,0.0,13,1.1218691508323768,293181,144160.0,75703.0,-0.1883299707076134,24,0,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8679,105.45,0.0,6,0.924392147842978,87593,471.0,83120.0,0.06627424724795804,21,0,3,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
8680,9.91,1.4673227761181862,16,-0.6232182924237895,288067,3224.0,4287.0,0.9411829173791532,21,0,1,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
8681,13.1,1.3413429732576243,3,-0.5850295544656944,100720,2691.0,67851.0,0.3272014437787832,28,0,3,2,-0.060480861447470585,0,1,1,0,0,0,0,1.0
8682,38.44,0.010108389320761057,2,-0.5850295544656944,81706,158701.0,37132.0,0.5000656006520037,18,0,0,2,0.06780933672393567,0,1,0,1,0,0,0,0.0
8683,316.09,1.81134660250336,3,0.924392147842978,30461,136895.0,23666.0,-0.6390671878160328,19,0,5,1,-0.060480861447470585,0,0,1,0,0,0,0,1.0
8684,300.05,1.81134660250336,2,0.924392147842978,31831,136895.0,23666.0,-0.6390671878160328,20,0,6,1,-0.060480861447470585,0,0,0,1,0,0,1,1.0
8685,142.5,0.0,5,0.924392147842978,211568,642.0,25106.0,-0.7925721285847098,18,0,3,4,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8686,71.18,0.0,7,-0.5850295544656944,126778,5621.0,28073.0,-0.1131596378888,11,0,0,3,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8687,92.54,0.010108389320761057,13,-1.7414006772859965,174800,158701.0,37132.0,0.5000656006520037,1,0,0,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8688,54.7,0.0,14,-0.9102272605448781,28318,324.0,62856.0,0.40769228052098855,17,0,3,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8689,55.59,0.0,8,-0.09596916220399085,129465,626.0,21524.0,-0.0993454599280651,12,0,1,3,0.06780933672393567,0,1,0,0,1,0,0,0.0
8690,1.79,0.0,23,-0.6232182924237895,278260,2121.0,1257.0,-0.053572130906173396,17,1,4,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8691,125.56,0.0,20,-0.7624900215463709,9291,4720.0,6365.0,0.0,6,0,6,1,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8692,53.15,0.0,16,-0.9102272605448781,296418,590.0,52217.0,0.2861780043484511,25,0,5,5,0.06780933672393567,0,0,0,0,0,1,0,0.0
8693,166.29,0.0,19,-0.8769125935111616,21236,2870.0,38761.0,0.19361663377757496,13,0,6,1,0.06780933672393567,0,0,0,0,0,0,0,0.0
8694,1042.06,2.283951013449153,22,1.1218691508323768,133835,83.0,73719.0,-0.2511725138550665,14,0,3,3,0.06780933672393567,0,1,0,0,0,0,0,1.0
8695,47.46,0.0,14,-1.444683199224616,248033,2872.0,85173.0,-0.9678138848996559,4,0,5,5,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8696,115.66,0.404316342904291,1,0.924392147842978,202120,765.0,49895.0,0.21347107588762151,14,0,6,4,-0.060480861447470585,1,0,0,0,0,0,0,0.0
8697,1.02,0.0,11,1.1218691508323768,192925,206.0,68403.0,0.3461998779406281,9,0,1,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8698,58.33,0.0,19,-0.7624900215463709,210812,3289.0,47032.0,-0.08547258526790573,17,0,2,4,0.06780933672393567,0,1,0,0,0,0,0,0.0
8699,64.81,0.8233998817227697,11,-0.09596916220399085,29449,67082.0,35901.0,0.37688069771010346,18,0,4,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8700,67.8,0.5887723722268783,0,-0.09596916220399085,14428,540.0,73559.0,-0.2511725138550665,9,0,2,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8701,18.9,0.0,20,-1.7414006772859965,71470,128715.0,49440.0,0.21347107588762151,11,0,0,2,0.06780933672393567,0,1,0,0,0,0,0,0.0
8702,80.4,0.0,20,-0.9102272605448781,304687,2872.0,85173.0,-0.9678138848996559,27,0,0,5,-0.060480861447470585,0,1,0,0,0,0,0,0.0
8703,13.61,1.316445421635897,18,-0.8769125935111616,140817,31394.0,45150.0,-0.3730982481864606,17,0,6,3,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8704,44.6,0.6387170487431354,10,0.9184968547574354,253464,7297.0,51632.0,0.2861780043484511,6,0,0,5,0.06780933672393567,0,1,0,0,0,0,0,0.0
8705,727.32,3.405036157969321,20,0.9184968547574354,209266,2142.0,73624.0,-0.2511725138550665,16,0,1,4,0.06780933672393567,0,1,0,0,0,0,0,1.0
8706,86.93,0.0,14,-0.9102272605448781,200670,177.0,45051.0,-0.3730982481864606,13,0,5,4,0.06780933672393567,0,0,0,0,0,0,0,0.0
8707,59.31,1.3703305101308767,2,-0.09596916220399085,197427,397.0,12410.0,0.24830424725916417,12,0,4,4,0.06780933672393567,0,1,0,1,1,0,0,0.0
8708,64.1,0.0,15,-0.8769125935111616,279779,847.0,13469.0,0.24830424725916417,18,0,5,5,-0.060480861447470585,0,0,0,0,0,0,0,0.0
8709,8.45,0.0,13,-0.9102272605448781,48899,61.0,81642.0,-0.20665365745348527,29,0,1,1,-0.060480861447470585,0,1,0,0,0,0,0,0.0
